file,line,tags,names,candidate_schwab_fields,code
research/pilot_step3/pilot_config.py,24,,open,pricehistory.candles.*.open,"with open(_PRREG_PATH, encoding=""utf-8"") as f:"
research/pilot_step3/pilot_runner.py,97,,open,pricehistory.candles.*.open,"if abs(lb.entry_price - b.open) > 1e-5 * max(1.0, abs(b.open)):"
research/pilot_step3/pilot_runner.py,290,GET_DEFAULT_ZERO,,,"dropped_none = int(ev_stats.get(""dropped_none_sma_near_equal"", 0))"
research/pilot_step3/pilot_runner.py,386,,open,pricehistory.candles.*.open,"with open(csv_path, ""w"", newline="""", encoding=""utf-8"") as f:"
research/pilot_step3/scaffold_audit.py,35,,low,pricehistory.candles.*.low,low = text.lower()
research/pilot_step3/scaffold_audit.py,37,,low,pricehistory.candles.*.low,if sub.lower() in low:
research/pilot_step3/sigma_contract_compare_diagnostic.py,55,,close,chains.underlying.close|pricehistory.candles.*.close,"closes = np.array([b.close for b in bars], dtype=float)"
research/pilot_step3/sigma_contract_compare_diagnostic.py,133,,close,chains.underlying.close|pricehistory.candles.*.close,"closes = np.array([b.close for b in bars], dtype=float)"
research/pilot_step3/sigma_z_extreme_diagnostic.py,92,,close,chains.underlying.close|pricehistory.candles.*.close,"closes = np.array([b.close for b in bars], dtype=float)"
research/pilot_step3/sigma_z_extreme_diagnostic.py,126,BLACK_SCHOLES,,,"reason_parts.append(""abs_z_gt_100"")"
research/pilot_step3/sigma_z_extreme_diagnostic.py,156,BLACK_SCHOLES,,,"reasons.append(""abs_z_gt_100"")"
research/pilot_step3/sigma_z_extreme_diagnostic.py,181,,open,pricehistory.candles.*.open,"with open(csv_path, ""w"", newline="""", encoding=""utf-8"") as f:"
research/pilot_step3/sigma_z_extreme_diagnostic.py,215,BLACK_SCHOLES,,,"extreme_z_mods = [int(r[""minute_of_day""]) for r in extreme_rows if ""abs_z_gt_100"" in r[""extreme_reason""]]"
research/pilot_step3/sigma_z_extreme_diagnostic.py,222,BLACK_SCHOLES,,,"ez = [r for r in extreme_rows if ""abs_z_gt_100"" in r[""extreme_reason""]]"
research/pilot_step3/sigma_z_extreme_diagnostic.py,254,,open,pricehistory.candles.*.open,"""Sigma collapse + session reset at open: see if sigma<1e-6 and |z|>100 cluster at\n"""
.claude/worktrees/festive-sanderson-e4af16/adaptive_shadow_v2_calibration.py,252,DEFAULT_ZERO_OR,,,"-(x[""aggregate""].get(""mean_jaccard_vs_heuristic"") or 0.0),"
.claude/worktrees/festive-sanderson-e4af16/adaptive_shadow_v2_calibration.py,253,DEFAULT_ZERO_OR,,,"-(x[""aggregate""].get(""fraction_tier_stop_viable"") or 0.0),"
.claude/worktrees/festive-sanderson-e4af16/adaptive_shadow_v2_calibration.py,254,DEFAULT_ZERO_OR,,,"x[""aggregate""].get(""stdev_jaccard_across_anchors"") or 0.0,"
.claude/worktrees/festive-sanderson-e4af16/adaptive_shadow_v2_calibration.py,303,DEFAULT_ZERO_OR,,,"empties = [x for x in pa0 if int(x.get(""structural_pool_size"") or 0) == 0]"
.claude/worktrees/festive-sanderson-e4af16/adaptive_shadow_v2_calibration.py,338,,low,pricehistory.candles.*.low,"""MEDIUM if all anchors have tier1 pool > 0 and mean_jaccard interpretable; LOW if many empty tier1 pools."""
.claude/worktrees/festive-sanderson-e4af16/adaptive_similarity_engine.py,71,,high|low,pricehistory.candles.*.high|pricehistory.candles.*.low,"Small staged sweep (~15 configs): corners, mid baseline, per-feature low/high from mid."
.claude/worktrees/festive-sanderson-e4af16/adaptive_similarity_engine.py,187,GET_DEFAULT_ZERO,,,"w = float(tier3_weights.get(col, 0.0))"
.claude/worktrees/festive-sanderson-e4af16/adaptive_similarity_engine.py,259,GET_DEFAULT_ZERO,,,"tw = {k: float(tier3_weights.get(k, 0.0)) for k in ADAPTIVE_SHADOW_V2_TIER3_COLUMNS}"
.claude/worktrees/festive-sanderson-e4af16/adaptive_similarity_engine.py,313,DEFAULT_ZERO_OR,,,"-float(x[1].get(""ts_utc"") or 0),"
.claude/worktrees/festive-sanderson-e4af16/adaptive_similarity_engine.py,314,DEFAULT_ZERO_OR,,,"-(x[1].get(""snapshot_id"") or 0),"
.claude/worktrees/festive-sanderson-e4af16/adaptive_similarity_engine.py,599,DEFAULT_ZERO_OR,,,"scored.sort(key=lambda x: (-x[0], -float(x[1].get(""ts_utc"") or 0), -(x[1].get(""snapshot_id"") or 0)))"
.claude/worktrees/festive-sanderson-e4af16/api_pressure.py,35,TIME_NOW_FALLBACK,,,now = time.time()
.claude/worktrees/festive-sanderson-e4af16/api_pressure.py,47,TIME_NOW_FALLBACK,,,now = time.time()
.claude/worktrees/festive-sanderson-e4af16/api_pressure.py,64,,last,chains.callExpDateMap.*.last|chains.putExpDateMap.*.last|chains.underlying.last,"f""Schwab HTTP 429 (rate limit) on {last_where} — {n} hit(s) in the last ~{int(win)}s. """
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,3,DATE_DIFF_DTE,,,audit_expiry_data.py — Audit snapshots for bad expiry data from the 2026-03-12 bug
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,5,DATE_DIFF_DTE,,,Run: python audit_expiry_data.py
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,8,DATE_DIFF_DTE,,,- dte < 0 (expiry was in the past when snapshot was taken)
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,9,DATE_DIFF_DTE,,,- expiry date before snapshot date
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,10,DATE_DIFF_DTE,,,"- hours_to_expiry NULL when dte=0 (same-day expiry, expected after 4pm ET)"
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,31,DATE_DIFF_DTE,,,"print(""EXPIRY DATA AUDIT — Ed Console Snapshots"")"
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,37,DATE_DIFF_DTE,,,bad_dte = conn.execute(
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,38,DATE_DIFF_DTE,,,"get_snapshot_sql(""audit_expiry_data.py:37""),"
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,42,DATE_DIFF_DTE,,,"print(f""\n1. Rows with DTE < 0 (expired options): {bad_dte}"")"
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,44,DATE_DIFF_DTE,,,if bad_dte > 0:
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,46,DATE_DIFF_DTE,,,"get_snapshot_sql(""audit_expiry_data.py:48""),"
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,54,DATE_DIFF_DTE,,,"get_snapshot_sql(""audit_expiry_data.py:61""),"
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,59,DATE_DIFF_DTE,,,"print(f""      id={r[0]} {r[1]} expiry={r[2]} dte={r[3]} """
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,64,DATE_DIFF_DTE,,,bad_expiry_vs_ts = conn.execute(
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,65,DATE_DIFF_DTE,,,"get_snapshot_sql(""audit_expiry_data.py:78""),"
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,69,DATE_DIFF_DTE,,,"print(f""\n2. Rows where expiry < snapshot date: {bad_expiry_vs_ts}"")"
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,73,DATE_DIFF_DTE,,,"get_snapshot_sql(""audit_expiry_data.py:91""),"
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,78,DATE_DIFF_DTE,,,bad_count = bad_dte  # primary metric
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,81,DATE_DIFF_DTE,,,"print(f""   Bad rows (dte<0): {pct}% of total"")"
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,84,DATE_DIFF_DTE,,,if bad_dte > 0:
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,86,DATE_DIFF_DTE,,,"get_snapshot_sql(""audit_expiry_data.py:104""),"
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,92,DATE_DIFF_DTE,,,if bad_dte > 0:
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,94,DATE_DIFF_DTE,,,"get_snapshot_sql(""audit_expiry_data.py:116""),"
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,97,DATE_DIFF_DTE,,,"print(f""\n5. Distinct expiries with dte<0:"")"
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,102,DATE_DIFF_DTE,,,if bad_dte > 0:
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,103,DATE_DIFF_DTE,,,"print(""RECOMMENDATION: Exclude or delete rows with dte<0 for prediction/training."")"
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,106,DATE_DIFF_DTE,,,"print(f""  sqlite3 {DB_PATH} \""DELETE FROM {_sn} WHERE dte < 0;\"""")"
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,109,DATE_DIFF_DTE,,,"print(f""      conn.execute('DELETE FROM {_sn} WHERE dte < 0')"")"
.claude/worktrees/festive-sanderson-e4af16/audit_expiry_data.py,112,DATE_DIFF_DTE,,,"print(""No bad expiry rows found — DB looks clean."")"
.claude/worktrees/festive-sanderson-e4af16/audit_snapshot_data.py,85,,close|high|low|open,chains.underlying.close|pricehistory.candles.*.close|pricehistory.candles.*.high|pricehistory.candles.*.low|pricehistory.candles.*.open,"print(f""     {'ts_et':<22} {'gap':>6} {'open':>8} {'high':>8} {'low':>8} {'close':>8} {'vol':>10}"")"
.claude/worktrees/festive-sanderson-e4af16/audit_snapshot_data.py,89,DEFAULT_ZERO_OR,,,"print(f""     {str(r['ts_et']):<22} {gap:>5.0f}s {r['candle_open'] or 0:>8.2f} {r['candle_high'] or 0:>8.2f} {r['candle_low'] or 0:>8.2f} {r['candle_close'] or 0:>8.2f} {r['candle_volume'] or 0:>10.0f}"")"
.claude/worktrees/festive-sanderson-e4af16/audit_snapshot_data.py,106,,open,pricehistory.candles.*.open,"print(f""\n  D. Reset cadence (open changes = new bar):"")"
.claude/worktrees/festive-sanderson-e4af16/audit_snapshot_data.py,107,,open,pricehistory.candles.*.open,"print(f""     Open changed {len(open_changes)} times total"")"
.claude/worktrees/festive-sanderson-e4af16/audit_snapshot_data.py,120,,close,chains.underlying.close|pricehistory.candles.*.close,conn.close()
.claude/worktrees/festive-sanderson-e4af16/audit_training_data.py,14,,last,chains.callExpDateMap.*.last|chains.putExpDateMap.*.last|chains.underlying.last,3. Rows per date (last 30 days)
.claude/worktrees/festive-sanderson-e4af16/audit_training_data.py,16,DATE_DIFF_DTE,,,5. 0DTE row count (dte = 0)
.claude/worktrees/festive-sanderson-e4af16/audit_training_data.py,53,,last,chains.callExpDateMap.*.last|chains.putExpDateMap.*.last|chains.underlying.last,"print(""\n3. Rows per date (last 30 days):"")"
.claude/worktrees/festive-sanderson-e4af16/audit_training_data.py,71,DATE_DIFF_DTE,,,dte0 = conn.execute(
.claude/worktrees/festive-sanderson-e4af16/audit_training_data.py,75,DATE_DIFF_DTE,,,"print(f""\n5. 0DTE rows (dte = 0): {dte0:,}"")"
.claude/worktrees/festive-sanderson-e4af16/backfill_flow_imbalance.py,6,,volume,movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,still contribute volume / sizes when present.
.claude/worktrees/festive-sanderson-e4af16/backfill_flow_imbalance.py,8,,volume,movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,"When archived rows lack bidSize/askSize, flow_imbalance falls back to call vs put volume"
.claude/worktrees/festive-sanderson-e4af16/backfill_flow_imbalance.py,65,,openInterest,chains.callExpDateMap.*.openInterest|chains.putExpDateMap.*.openInterest,"""openInterest"": ct.get(""openInterest""),"
.claude/worktrees/festive-sanderson-e4af16/backfill_flow_imbalance.py,66,DEFAULT_ZERO_OR,totalVolume|volume,chains.callExpDateMap.*.totalVolume|chains.putExpDateMap.*.totalVolume|chains.underlying.totalVolume|movers.screeners.*.totalVolume|quotes.extended.totalVolume|quotes.quote.totalVolume|movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,"""totalVolume"": ct.get(""totalVolume"") or ct.get(""volume"") or 0,"
.claude/worktrees/festive-sanderson-e4af16/backfill_flow_imbalance.py,69,,delta,chains.callExpDateMap.*.delta|chains.putExpDateMap.*.delta,"""delta"": ct.get(""delta""),"
.claude/worktrees/festive-sanderson-e4af16/backfill_flow_imbalance.py,70,,gamma,chains.callExpDateMap.*.gamma|chains.putExpDateMap.*.gamma,"""gamma"": ct.get(""gamma""),"
.claude/worktrees/festive-sanderson-e4af16/backfill_flow_imbalance.py,71,,vega,chains.callExpDateMap.*.vega|chains.putExpDateMap.*.vega,"""vega"": ct.get(""vega""),"
.claude/worktrees/festive-sanderson-e4af16/backfill_flow_imbalance.py,72,,volatility,chains.callExpDateMap.*.volatility|chains.putExpDateMap.*.volatility|chains.volatility,"""volatility"": ct.get(""volatility""),"
.claude/worktrees/festive-sanderson-e4af16/backfill_flow_imbalance.py,73,DATE_DIFF_DTE,daysToExpiration,chains.callExpDateMap.*.daysToExpiration|chains.daysToExpiration|chains.putExpDateMap.*.daysToExpiration,"""daysToExpiration"": ct.get(""daysToExpiration""),"
.claude/worktrees/festive-sanderson-e4af16/backfill_flow_imbalance.py,74,DEFAULT_100_OR,multiplier,chains.callExpDateMap.*.multiplier|chains.putExpDateMap.*.multiplier,"""multiplier"": ct.get(""multiplier"") or 100,"
.claude/worktrees/festive-sanderson-e4af16/backfill_flow_imbalance.py,75,DATE_DIFF_DTE,expirationDate,chains.callExpDateMap.*.expirationDate|chains.putExpDateMap.*.expirationDate,"""expirationDate"": ct.get(""expirationDate""),"
.claude/worktrees/festive-sanderson-e4af16/backfill_flow_imbalance.py,97,,volume,movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,"by_src: dict[str, int] = {""book"": 0, ""volume"": 0, ""none"": 0}"
.claude/worktrees/festive-sanderson-e4af16/backfill_flow_imbalance.py,119,GET_DEFAULT_ZERO,,,"by_src[src] = by_src.get(src, 0) + 1"
.claude/worktrees/festive-sanderson-e4af16/backfill_flow_imbalance.py,156,,close,chains.underlying.close|pricehistory.candles.*.close,conn.close()
.claude/worktrees/festive-sanderson-e4af16/backfill_flow_imbalance.py,167,GET_DEFAULT_ZERO,,,"""flow_source_book"": by_src.get(""book"", 0),"
.claude/worktrees/festive-sanderson-e4af16/backfill_flow_imbalance.py,168,GET_DEFAULT_ZERO,volume,movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,"""flow_source_volume"": by_src.get(""volume"", 0),"
.claude/worktrees/festive-sanderson-e4af16/backfill_flow_imbalance.py,169,GET_DEFAULT_ZERO,,,"""flow_source_none"": by_src.get(""none"", 0),"
.claude/worktrees/festive-sanderson-e4af16/backfill_snapshot_derived.py,34,,close|open|spot|vwap,chains.underlying.close|pricehistory.candles.*.close|pricehistory.candles.*.open,"""""""Fallback when no VWAP yet: OHLC average, else close/open, else spot."""""""
.claude/worktrees/festive-sanderson-e4af16/backfill_snapshot_derived.py,178,,close,chains.underlying.close|pricehistory.candles.*.close,conn.close()
.claude/worktrees/festive-sanderson-e4af16/bar_rehydration_issue19_v1.py,130,,close,chains.underlying.close|pricehistory.candles.*.close,conn.close()
.claude/worktrees/festive-sanderson-e4af16/bar_rehydration_issue19_v1.py,239,,close,chains.underlying.close|pricehistory.candles.*.close,conn2.close()
.claude/worktrees/festive-sanderson-e4af16/bar_rehydration_issue19_v1.py,245,DEFAULT_ZERO_OR,,,"feasible = int(post.get(""pin_neutral_anchor_feasible_count"") or 0)"
.claude/worktrees/festive-sanderson-e4af16/bar_rehydration_issue19_v1.py,267,DEFAULT_ZERO_OR,,,"updates = int(repair_audit.get(""updates_executed"") or 0)"
.claude/worktrees/festive-sanderson-e4af16/bar_rehydration_issue19_v1.py,299,,close,chains.underlying.close|pricehistory.candles.*.close,"""Increase to close early lead-in gaps (e.g. 172800 or 259200 for $SPX ~24–48h)."","
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,64,,high|low,pricehistory.candles.*.high|pricehistory.candles.*.low,"fusion_confidence:     str   = ""low""       # low / medium / high"
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,91,,low,pricehistory.candles.*.low,"model_agreement_label: str   = ""low"""
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,249,,low,pricehistory.candles.*.low,"conv = getattr(rules, ""conviction"", ""low"")"
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,251,,high|low,pricehistory.candles.*.high|pricehistory.candles.*.low,"conv_mult = {""high"": 1.0, ""medium"": 0.7, ""low"": 0.4}.get(conv, 0.3)"
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,494,,high,pricehistory.candles.*.high,"conf = ""high"""
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,500,,low,pricehistory.candles.*.low,"conf = ""low"""
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,513,,high,pricehistory.candles.*.high,"if n_predictive_approved < 2 and conf == ""high"":"
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,542,,high|low,pricehistory.candles.*.high|pricehistory.candles.*.low,"agree_label = ""high"" if agreement >= 0.75 else ""medium"" if agreement >= 0.5 else ""low"""
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,545,,low,pricehistory.candles.*.low,"agree_label = ""low"""
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,557,GET_DEFAULT_ZERO,,,"w = weights.get(src, 0.0)"
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,596,DEFAULT_ZERO_OR,,,"nb = int(signal_layer_v1.get(""meta.n_bars"") or 0)"
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,639,,low,pricehistory.candles.*.low,"evidence.append(f""Regime: {regime_label} ({getattr(regime, 'confidence', 'low')})"")"
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,660,,high,pricehistory.candles.*.high,"conf = ""high"""
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,664,,low,pricehistory.candles.*.low,"conf = ""low"""
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,670,,volatility,chains.callExpDateMap.*.volatility|chains.putExpDateMap.*.volatility|chains.volatility,"""vol_expansion"": ""volatility expansion"","
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,689,GET_DEFAULT_ZERO,,,"breakout_posterior=round(posteriors.get(""breakout"", 0), 3),"
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,690,GET_DEFAULT_ZERO,,,"pinning_posterior=round(posteriors.get(""pinning"", 0), 3),"
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,691,GET_DEFAULT_ZERO,,,"continuation_posterior=round(posteriors.get(""continuation"", 0), 3),"
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,692,GET_DEFAULT_ZERO,,,"reversal_posterior=round(posteriors.get(""reversal"", 0), 3),"
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,693,GET_DEFAULT_ZERO,,,"vol_expansion_posterior=round(posteriors.get(""vol_expansion"", 0), 3),"
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,694,GET_DEFAULT_ZERO,,,"mean_reversion_posterior=round(posteriors.get(""mean_reversion"", 0), 3),"
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,695,GET_DEFAULT_ZERO,,,"weight_xgboost=round(weights.get(""xgboost"", 0), 3),"
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,696,GET_DEFAULT_ZERO,,,"weight_lstm=round(weights.get(""lstm"", 0), 3),"
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,697,GET_DEFAULT_ZERO,,,"weight_transformer=round(weights.get(""transformer"", 0), 3),"
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,699,GET_DEFAULT_ZERO,,,"weight_rules=round(weights.get(""rules"", 0), 3),"
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,700,GET_DEFAULT_ZERO,,,"weight_regime=round(weights.get(""regime"", 0), 3),"
.claude/worktrees/festive-sanderson-e4af16/bayesian_fusion.py,759,,volatility,chains.callExpDateMap.*.volatility|chains.putExpDateMap.*.volatility|chains.volatility,"""volatility"": 2.5,"
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,127,,low,pricehistory.candles.*.low,"parts.append(f""Invalid if 5min closes below {micro.structure_support:.2f} swing low"")"
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,129,,high,pricehistory.candles.*.high,"parts.append(f""Invalid if 5min closes above {micro.structure_resist:.2f} swing high"")"
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,172,DATE_DIFF_DTE,,,Max 1m bars for historical replay time_expiry — branches stay aligned with _time_qualifier().
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,206,DEFAULT_ZERO_OR,,,"mode = ""expansion"" if (exp or 0) >= (cont or 0) else ""containment"""
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,207,DEFAULT_ZERO_OR,,,pct = int(100 * (exp if (exp or 0) >= (cont or 0) else cont) or 0)
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,235,GET_DEFAULT_ZERO,,,"lc = blocker.get(""long_count"", 0)"
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,236,GET_DEFAULT_ZERO,,,"sc = blocker.get(""short_count"", 0)"
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,257,,close,chains.underlying.close|pricehistory.candles.*.close,"detail = blocker.get(""detail"", ""≤30 min to close"")"
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,281,,high,pricehistory.candles.*.high,"f""High conviction — {type_label} setup with multiple confirmations."""
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,291,,low,pricehistory.candles.*.low,"f""{'Forward stack disagrees — trade smaller. ' if not pred_agrees and pred.forward_confidence != 'low' else ''}"""
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,317,,volatility,chains.callExpDateMap.*.volatility|chains.putExpDateMap.*.volatility|chains.volatility,"notes.append(""Volatility rising — moves may be larger than expected"")"
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,319,,volatility,chains.callExpDateMap.*.volatility|chains.putExpDateMap.*.volatility|chains.volatility,"notes.append(""Volatility falling — moves may be smaller than expected"")"
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,322,,high|vix,pricehistory.candles.*.high,"notes.append(f""VIX at {inp.vix_level:.1f} — high vol, widen stops"")"
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,341,,low,pricehistory.candles.*.low,"if pred_conf != ""low"" or dom_p >= 0.45:"
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,344,,low,pricehistory.candles.*.low,"if pred_conf != ""low"" or dom_p >= 0.45:"
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,382,DEFAULT_ZERO_OR,,,c = float(etf_chg_pct or 0.0)
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,401,DEFAULT_ZERO_OR,,,spy = inp.spy_chg_pct or 0.0
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,402,DEFAULT_ZERO_OR,,,qqq = inp.qqq_chg_pct or 0.0
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,403,DEFAULT_ZERO_OR,,,iwm = inp.iwm_chg_pct or 0.0
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,435,DEFAULT_ZERO_OR,,,spy = inp.spy_chg_pct or 0.0
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,436,DEFAULT_ZERO_OR,,,qqq = inp.qqq_chg_pct or 0.0
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,437,DEFAULT_ZERO_OR,,,iwm = inp.iwm_chg_pct or 0.0
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,440,,delta,chains.callExpDateMap.*.delta|chains.putExpDateMap.*.delta,delta = qqq - spy
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,441,,delta|spread,chains.callExpDateMap.*.delta|chains.putExpDateMap.*.delta,if abs(delta) > 0.20:  # meaningful divergence (0.2% spread)
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,442,,delta,chains.callExpDateMap.*.delta|chains.putExpDateMap.*.delta,if delta > 0:
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,443,,delta,chains.callExpDateMap.*.delta|chains.putExpDateMap.*.delta,"notes.append(f""QQQ leading SPY by {abs(delta):.2f}% — tech pulling market up"")"
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,445,,delta,chains.callExpDateMap.*.delta|chains.putExpDateMap.*.delta,"notes.append(f""QQQ lagging SPY by {abs(delta):.2f}% — tech is a drag"")"
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,465,DATE_DIFF_DTE,vix,,"Time-aware, VIX-aware stop distance for 0DTE trading."
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,468,,volatility,chains.callExpDateMap.*.volatility|chains.putExpDateMap.*.volatility|chains.volatility,risk_multiplier: from volatility regime — scales stop in expansion/unstable
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,494,DEFAULT_ONE_OR,,,"pct *= max(0.8, min(1.5, risk_multiplier or 1.0))"
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,513,,volatility,chains.callExpDateMap.*.volatility|chains.putExpDateMap.*.volatility|chains.volatility,risk_multiplier: from volatility regime — scales stop distance.
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,517,,gamma,chains.callExpDateMap.*.gamma|chains.putExpDateMap.*.gamma,"from similar historical setups). Structural levels (gamma walls, OI walls,"
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,521,,gamma,chains.callExpDateMap.*.gamma|chains.putExpDateMap.*.gamma,This prevents the old bug where the call gamma wall at 595 becomes the
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,661,,high,pricehistory.candles.*.high,"if conviction == ""high"":   return ""medium"""
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,662,,low,pricehistory.candles.*.low,"if conviction == ""medium"": return ""low"""
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,663,,low,pricehistory.candles.*.low,"return ""low"""
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,669,,high|low,pricehistory.candles.*.high|pricehistory.candles.*.low,"_CONV_ORDER = {""low"": 0, ""medium"": 1, ""high"": 2}"
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,684,,low,pricehistory.candles.*.low,"return ""low"""
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,685,,low,pricehistory.candles.*.low,"c = str(getattr(canonical, ""confidence"", ""low"") or ""low"").strip().lower()"
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,687,,low,pricehistory.candles.*.low,"c = ""low"""
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,695,,high,pricehistory.candles.*.high,"if c == ""high"":"
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,706,,low,pricehistory.candles.*.low,"return ""low"""
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,712,,close,chains.underlying.close|pricehistory.candles.*.close,"return ""No new positions — too close to close."""
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,715,,high,pricehistory.candles.*.high,"elif conviction == ""high"":"
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,716,,high,pricehistory.candles.*.high,"base = ""Full size appropriate — high conviction setup."""
.claude/worktrees/festive-sanderson-e4af16/call_engine.py,720,,low,pricehistory.candles.*.low,"base = ""Small size or skip — low conviction. Wait for better setup."""
