rel_path,category,scope,header_added
governance/SCHWAB_REMEDIATION_S017_REST_QUOTE_TIME_CONTRACT.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S017_REST_QUOTE_TIME_CONTRACT.md`.,yes
governance/SCHWAB_REMEDIATION_S018_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S018_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S018_S038_MECHANICAL_TAIL_MASTER_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S018_S038_MECHANICAL_TAIL_MASTER_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S019_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S019_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S020_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S020_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S021_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S021_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S022_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S022_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S023_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S023_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S024_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S024_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S025_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S025_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S026_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S026_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S027_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S027_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S028_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S028_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S029_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S029_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S030_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S030_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S031_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S031_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S032_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S032_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S033_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S033_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S034_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S034_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S035_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S035_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S036_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S036_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S037_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S037_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_S038_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md,Policy Specification,Governance policy/contract `SCHWAB_REMEDIATION_S038_MECHANICAL_TAIL_SLICE_CONTRACT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_SLICE_CLOSURE_AUDIT_V1.md,Historical Record,Governance audit/memo `SCHWAB_REMEDIATION_SLICE_CLOSURE_AUDIT_V1.md`.,yes
governance/SCHWAB_REMEDIATION_SLICE_PLAN_V1.md,Policy Specification,Governance documentation `SCHWAB_REMEDIATION_SLICE_PLAN_V1.md`.,yes
governance/SCHWAB_REPLACEMENT_LOOP_PROTOCOL_V4.md,Policy Specification,Governance documentation `SCHWAB_REPLACEMENT_LOOP_PROTOCOL_V4.md`.,yes
governance/SCHWAB_UNIVERSAL_COVERAGE_PROGRAM_V1.md,Superseded,Superseded index or forwarding stub for `SCHWAB_UNIVERSAL_COVERAGE_PROGRAM_V1.md`.,no
governance/SCHWAB_UNIVERSAL_COVERAGE_PROGRAM_V2.md,Superseded,Superseded index or forwarding stub for `SCHWAB_UNIVERSAL_COVERAGE_PROGRAM_V2.md`.,no
governance/SCHWAB_UNIVERSAL_COVERAGE_PROGRAM_V3.md,Superseded,Superseded index or forwarding stub for `SCHWAB_UNIVERSAL_COVERAGE_PROGRAM_V3.md`.,no
governance/SCHWAB_UNIVERSAL_COVERAGE_PROGRAM_V4.md,Superseded,Superseded index or forwarding stub for `SCHWAB_UNIVERSAL_COVERAGE_PROGRAM_V4.md`.,yes
governance/SCHWAB_UNIVERSAL_COVERAGE_REGISTER_V2.md,Superseded,Superseded index or forwarding stub for `SCHWAB_UNIVERSAL_COVERAGE_REGISTER_V2.md`.,yes
governance/SCHWAB_UNIVERSAL_COVERAGE_REGISTER_V3.md,Superseded,Superseded index or forwarding stub for `SCHWAB_UNIVERSAL_COVERAGE_REGISTER_V3.md`.,no
governance/SCHWAB_UNIVERSAL_COVERAGE_REGISTER_V4.md,Operational Ledger,Governance register/inventory `SCHWAB_UNIVERSAL_COVERAGE_REGISTER_V4.md`.,yes
governance/SCHWAB_V4_FILE_INVENTORY_STATS.md,Operational Ledger,Governance register/inventory `SCHWAB_V4_FILE_INVENTORY_STATS.md`.,yes
governance/SCHWAB_V4_REVIEW_MEMOS/market_data_adapter.py.md,Policy Specification,Governance documentation `market_data_adapter.py.md`.,yes
governance/SCHWAB_V4_REVIEW_MEMOS/market_state.py.md,Policy Specification,Governance documentation `market_state.py.md`.,yes
governance/SCHWAB_V4_REVIEW_MEMOS/server.py.md,Policy Specification,Governance documentation `server.py.md`.,yes
governance/SCHWAB_V4_REVIEW_MEMOS/signals.py.md,Policy Specification,Governance documentation `signals.py.md`.,yes
governance/SNAPSHOTS_SCHEMA_REPAIR_APPLY_RUNBOOK_V1.md,Policy Specification,Governance documentation `SNAPSHOTS_SCHEMA_REPAIR_APPLY_RUNBOOK_V1.md`.,no
governance/SNAPSHOTS_SCHEMA_REPAIR_MIGRATION_CONTRACT.md,Policy Specification,Governance policy/contract `SNAPSHOTS_SCHEMA_REPAIR_MIGRATION_CONTRACT.md`.,no
governance/STACK_WIRING_INTEGRITY_MAP.md,Operational Ledger,Governance register/inventory `STACK_WIRING_INTEGRITY_MAP.md`.,yes
governance/STAGE_A2B_SNAPSHOT_OUTCOME_ROWID_FALLBACK_REMOVAL_CONTRACT.md,Policy Specification,Governance policy/contract `STAGE_A2B_SNAPSHOT_OUTCOME_ROWID_FALLBACK_REMOVAL_CONTRACT.md`.,yes
governance/TRADE_IMPACTING_ROUTE_INVENTORY.md,Operational Ledger,Governance register/inventory `TRADE_IMPACTING_ROUTE_INVENTORY.md`.,yes
governance/v1.1-rationale-summary.md,Policy Specification,Governance documentation `v1.1-rationale-summary.md`.,yes
governance/v2.0-rationale-summary.md,Policy Specification,Governance documentation `v2.0-rationale-summary.md`.,yes
governance/V3_CONFORMANCE_AUDIT.md,Historical Record,Point-in-time audit artifact `governance/V3_CONFORMANCE_AUDIT.md`.,yes
governance/V3_CONFORMANCE_AUDIT_TEMPLATE.md,Historical Record,Governance audit/memo `V3_CONFORMANCE_AUDIT_TEMPLATE.md`.,yes
governance/V3_LOCK_RECORD.md,Policy Specification,Governance documentation `V3_LOCK_RECORD.md`.,yes
LSTM_INACTIVE_FIX_AUDIT.md,Historical Record,Root point-in-time audit `LSTM_INACTIVE_FIX_AUDIT.md`; not binding unless ACTIVE_PROGRAM cites.,yes
MEMORY.md,Active Rule Source,Thin pointer to AGENTS/ACTIVE_PROGRAM and [OPERATOR-ONLY] archive prefs.,yes
MIGRATION_1M_CANONICAL.md,Historical Record,Root historical reference `MIGRATION_1M_CANONICAL.md`.,yes
MODEL_RESTORE_LOG.md,Operational Ledger,Model restore/promotion event log.,yes
MODEL_STATUS_HARDENING_AUDIT.md,Historical Record,Root point-in-time audit `MODEL_STATUS_HARDENING_AUDIT.md`; not binding unless ACTIVE_PROGRAM cites.,yes
models/active/MODEL_RESTORE_LOG.md,Operational Ledger,Model restore/promotion event log.,yes
models/validation_runs/20260416T043454Z_SPY/AUTHORITY_REPORT.md,Policy Specification,Repository documentation `models/validation_runs/20260416T043454Z_SPY/AUTHORITY_REPORT.md`.,yes
models/validation_runs/20260416T044015Z_SPY/AUTHORITY_REPORT.md,Policy Specification,Repository documentation `models/validation_runs/20260416T044015Z_SPY/AUTHORITY_REPORT.md`.,yes
models/validation_runs/20260416T045128Z_SPY/AUTHORITY_REPORT.md,Policy Specification,Repository documentation `models/validation_runs/20260416T045128Z_SPY/AUTHORITY_REPORT.md`.,yes
models/validation_runs/20260416T132548Z_SPY/AUTHORITY_REPORT.md,Policy Specification,Repository documentation `models/validation_runs/20260416T132548Z_SPY/AUTHORITY_REPORT.md`.,yes
models/validation_runs/20260416T152758Z_SPY/AUTHORITY_REPORT.md,Policy Specification,Repository documentation `models/validation_runs/20260416T152758Z_SPY/AUTHORITY_REPORT.md`.,yes
models/validation_runs/20260416T160651Z_SPY/AUTHORITY_REPORT.md,Policy Specification,Repository documentation `models/validation_runs/20260416T160651Z_SPY/AUTHORITY_REPORT.md`.,yes
models/validation_runs/20260416T161223Z_SPY/AUTHORITY_REPORT.md,Policy Specification,Repository documentation `models/validation_runs/20260416T161223Z_SPY/AUTHORITY_REPORT.md`.,yes
models/validation_runs/20260416T165053Z_SPY/AUTHORITY_REPORT.md,Policy Specification,Repository documentation `models/validation_runs/20260416T165053Z_SPY/AUTHORITY_REPORT.md`.,yes
models/validation_runs/component_matrix_smoke/AUTHORITY_REPORT.md,Policy Specification,Repository documentation `models/validation_runs/component_matrix_smoke/AUTHORITY_REPORT.md`.,yes
models/validation_runs/smoke_stack_eval_ablation25/AUTHORITY_REPORT.md,Policy Specification,Repository documentation `models/validation_runs/smoke_stack_eval_ablation25/AUTHORITY_REPORT.md`.,yes
models/validation_runs/smoke_stack_eval_cursor/AUTHORITY_REPORT.md,Policy Specification,Repository documentation `models/validation_runs/smoke_stack_eval_cursor/AUTHORITY_REPORT.md`.,yes
models/validation_runs/smoke_stack_eval_fast/AUTHORITY_REPORT.md,Policy Specification,Repository documentation `models/validation_runs/smoke_stack_eval_fast/AUTHORITY_REPORT.md`.,yes
OPEN_ITEMS.md,Operational Ledger,Canonical open-work registry; closes require SHA.,yes
PIPELINE_QUALITY.md,Historical Record,Root historical reference `PIPELINE_QUALITY.md`.,yes
PROMOTION_POLICY.md,Historical Record,Root historical reference `PROMOTION_POLICY.md`.,no
README.md,Operator Runbook,Project entrypoint and developer onboarding.,yes
reports/daily_health/history/20260503_071859_daily_health.md,Policy Specification,Repository documentation `reports/daily_health/history/20260503_071859_daily_health.md`.,yes
reports/daily_health/history/20260503_071950_daily_health.md,Policy Specification,Repository documentation `reports/daily_health/history/20260503_071950_daily_health.md`.,yes
reports/daily_health/history/20260503_072156_daily_health.md,Policy Specification,Repository documentation `reports/daily_health/history/20260503_072156_daily_health.md`.,yes
reports/daily_health/history/20260503_072215_daily_health.md,Policy Specification,Repository documentation `reports/daily_health/history/20260503_072215_daily_health.md`.,yes
reports/daily_health/history/20260503_073104_daily_health.md,Policy Specification,Repository documentation `reports/daily_health/history/20260503_073104_daily_health.md`.,yes
reports/daily_health/history/20260503_075144_daily_health.md,Policy Specification,Repository documentation `reports/daily_health/history/20260503_075144_daily_health.md`.,yes
reports/daily_health/history/20260503_130651_daily_health.md,Policy Specification,Repository documentation `reports/daily_health/history/20260503_130651_daily_health.md`.,yes
reports/daily_health/history/20260503_133443_daily_health.md,Policy Specification,Repository documentation `reports/daily_health/history/20260503_133443_daily_health.md`.,yes
reports/daily_health/history/20260503_141629_daily_health.md,Policy Specification,Repository documentation `reports/daily_health/history/20260503_141629_daily_health.md`.,yes
reports/daily_health/history/20260503_142124_daily_health.md,Policy Specification,Repository documentation `reports/daily_health/history/20260503_142124_daily_health.md`.,yes
reports/daily_health/history/20260503_142407_daily_health.md,Policy Specification,Repository documentation `reports/daily_health/history/20260503_142407_daily_health.md`.,yes
reports/daily_health/latest_daily_health.md,Policy Specification,Repository documentation `reports/daily_health/latest_daily_health.md`.,yes
SCHWAB_AUTH_AUDIT.md,Historical Record,Root point-in-time audit `SCHWAB_AUTH_AUDIT.md`; not binding unless ACTIVE_PROGRAM cites.,yes
schwab_field_inventory/README.md,Policy Specification,Schwab field inventory reference; refresh on CHANGELOG or quarterly.,yes
SNAPSHOT_DATA_AUDIT.md,Historical Record,Root point-in-time audit `SNAPSHOT_DATA_AUDIT.md`; not binding unless ACTIVE_PROGRAM cites.,yes
tools/legacy/horizon_7/README.md,Policy Specification,Repository documentation `tools/legacy/horizon_7/README.md`.,yes
tools/schwab_universal_coverage_scanner_v3/TRACEABILITY_V3.md,Policy Specification,Repository documentation `tools/schwab_universal_coverage_scanner_v3/TRACEABILITY_V3.md`.,yes
tools/schwab_universal_coverage_scanner_v3/V3_DYNAMIC_PATTERNS.md,Policy Specification,Repository documentation `tools/schwab_universal_coverage_scanner_v3/V3_DYNAMIC_PATTERNS.md`.,yes
TRAINING_AND_MAINTENANCE.md,Operator Runbook,"Training, maintenance, and data stewardship procedures.",yes
